1001000  10100  11000  10010000  110000  101000  1010000  100010000  1100
1001000  10100  11000  10010000  110000  101000  1010000  100010000  1100
1001000  10100  11000  10010000  110000  101000  1010000  100010000  1100
1001000  10100  11000  10010000  110000  101000  1010000  100010000  1100
1001000  10100  11000  10010000  110000  101000  1010000  100010000  1100
1001000  10100  11000  10010000  110000  101000  1010000  100010000  1100
1001000  10100  11000  10010000  110000  101000  1010000  100010000  1100
1001000  10100  11000  10010000  110000  101000  1010000  100010000  1100
1001000  10100  11000  10010000  110000  101000  1010000  100010000  1100
1001000  10100  11000  10010000  110000  101000  1010000  100010000  1100
1001000  10100  11000  10010000  110000  101000  1010000  100010000  1100
